Country,Year,Coffee_Type,Metric,ValueCoffee
Unspecified EU stocks,2015,Export,Export,1080000.0
Peru,2016,Export,Export,1320000.0
Czechia,2017,Export,Export,780000.0
India,2018,Export,Export,720000.0
Côte d Ivoire,2019,Export,Export,960000.0
Croatia,1990,Export,Export,220980000.0
Austria,1991,Export,Export,211860000.0
Greece,1992,Export,Export,199920000.0
Timor-Leste,1993,Export,Export,195840000.0
Equatorial Guinea,2007,Export,Export,54540000.0
Trinidad & Tobago,2008,Export,Export,65760000.0
Belgium/Luxembourg,2009,Export,Export,61620000.0
Zimbabwe,2010,Export,Export,55740000.0
Poland,2011,Export,Export,73500000.0
Bulgaria,2012,Export,Export,55500000.0
Central African Republic,2013,Export,Export,48660000.0
Togo,2014,Export,Export,48420000.0
Burundi,2015,Export,Export,42660000.0
Guyana,2016,Export,Export,67980000.0
Slovenia,2017,Export,Export,47640000.0
Tunisia,2018,Export,Export,52200000.0
Haiti,2019,Export,Export,47220000.0
Ireland,1990,Export,Export,15780000.0
Latvia,1991,Export,Export,7200000.0
Slovakia,1992,Export,Export,2400000.0
Gabon,1993,Export,Export,3480000.0
Guinea,1994,Export,Export,2880000.0
Thailand,1995,Export,Export,1260000.0
Norway,1996,Export,Export,960000.0
France,1997,Export,Export,2100000.0
Dominican Republic,1998,Export,Export,1140000.0
Luxembourg,1999,Export,Export,180000.0
Belgium,2000,Export,Export,300000.0
Japan,2001,Export,Export,60000.0
Yemen,2002,Export,Export,1260000.0
Spain,2003,Export,Export,1860000.0
Papua New Guinea,2004,Export,Export,1020000.0
Venezuela,2005,Export,Export,1440000.0
Congo,2006,Export,Export,1500000.0
Ghana,2007,Export,Export,1860000.0
Denmark,2008,Export,Export,60000.0
Romania,2009,Export,Export,
Colombia,2010,Export,Export,
Panama,2011,Export,Export,
Bolivia,2012,Export,Export,
Tanzania,2013,Export,Export,
Nepal,2014,Export,Export,
Russian Federation,2015,Export,Export,
Zambia,2016,Export,Export,
Portugal,2017,Export,Export,
Costa Rica,2018,Export,Export,
Paraguay,2019,Export,Export,
Lao Peoples Democratic Republic,1990,Export,Export,66300000.0
Finland,1991,Export,Export,62520000.0
Rwanda,1992,Export,Export,63660000.0
Liberia,1993,Export,Export,46500000.0
Guatemala,1994,Export,Export,63420000.0
Angola,1995,Export,Export,105600000.0
Uganda,1996,Export,Export,100740000.0
Italy,1997,Export,Export,98880000.0
Brazil,1998,Export,Export,116940000.0
Democratic Republic of Congo,1999,Export,Export,144420000.0
Netherlands,2000,Export,Export,141720000.0
United States of America,2001,Export,Export,159780000.0
Cameroon,2002,Export,Export,167340000.0
Madagascar,2003,Export,Export,150180000.0
Sri Lanka,2004,Export,Export,191040000.0
Indonesia,2005,Export,Export,142140000.0
Jamaica,2006,Export,Export,232860000.0
Philippines,2007,Export,Export,172740000.0
Germany,2008,Export,Export,223980000.0
Cuba,2009,Export,Export,184440000.0
Lithuania,2010,Export,Export,229020000.0
Hungary,2011,Export,Export,281820000.0
Cyprus,2012,Export,Export,258600000.0
Malawi,2013,Export,Export,224160000.0
Switzerland,2014,Export,Export,163200000.0
Estonia,2015,Export,Export,167400000.0
Ecuador,2016,Export,Export,237600000.0
Nigeria,2017,Export,Export,236760000.0
El Salvador,2018,Export,Export,243840000.0
Malta,2019,Export,Export,226320000.0
Ethiopia,1990,Export,Export,10080000.0
United Kingdom,1991,Export,Export,6180000.0
Mexico,1992,Export,Export,2460000.0
Sierra Leone,1993,Export,Export,2100000.0
Sweden,1994,Export,Export,7560000.0
Honduras,1995,Export,Export,3420000.0
Viet Nam,1996,Export,Export,1620000.0
Nicaragua,1997,Export,Export,1860000.0
Kenya,1998,Export,Export,1260000.0
Unspecified EU stocks,1999,Export,Export,540000.0
Peru,2000,Export,Export,300000.0
Czechia,2001,Export,Export,180000.0
India,2002,Export,Export,420000.0
Côte d Ivoire,2003,Export,Export,720000.0
Croatia,2004,Export,Export,1740000.0
Austria,2005,Export,Export,2040000.0
Greece,2006,Export,Export,2280000.0
Timor-Leste,2007,Export,Export,1920000.0
Equatorial Guinea,2008,Export,Export,240000.0
Trinidad & Tobago,2009,Export,Export,420000.0
Belgium/Luxembourg,2010,Export,Export,360000.0
Zimbabwe,2011,Export,Export,600000.0
Poland,2012,Export,Export,180000.0
Bulgaria,2013,Export,Export,360000.0
Central African Republic,2014,Export,Export,720000.0
Togo,2015,Export,Export,900000.0
Burundi,2016,Export,Export,780000.0
Guyana,2017,Export,Export,540000.0
Slovenia,2018,Export,Export,240000.0
Tunisia,2019,Export,Export,420000.0
Haiti,1990,Export,Export,46740000.0
Ireland,1991,Export,Export,28440000.0
Latvia,1992,Export,Export,38700000.0
Slovakia,1993,Export,Export,28860000.0
Gabon,1994,Export,Export,1800000.0
Guinea,1995,Export,Export,18840000.0
Thailand,1996,Export,Export,15900000.0
Norway,1997,Export,Export,13080000.0
France,1998,Export,Export,12840000.0
Dominican Republic,1999,Export,Export,18840000.0
Luxembourg,2000,Export,Export,16200000.0
Belgium,2001,Export,Export,16740000.0
Japan,2002,Export,Export,19800000.0
Yemen,2003,Export,Export,14700000.0
Spain,2004,Export,Export,27000000.0
Papua New Guinea,2005,Export,Export,14160000.0
Venezuela,2006,Export,Export,23340000.0
Congo,2007,Export,Export,15360000.0
Ghana,2008,Export,Export,19560000.0
Denmark,2009,Export,Export,18240000.0
Romania,2010,Export,Export,17760000.0
Colombia,2011,Export,Export,16620000.0
Panama,2012,Export,Export,15060000.0
Bolivia,2013,Export,Export,15240000.0
Tanzania,2014,Export,Export,15360000.0
Nepal,2015,Export,Export,15780000.0
Russian Federation,2016,Export,Export,14640000.0
Zambia,2017,Export,Export,14760000.0
Portugal,2018,Export,Export,21000000.0
Costa Rica,2019,Export,Export,23340000.0
Paraguay,1990,Export,Export,8400000.0
Lao Peoples Democratic Republic,1991,Export,Export,6240000.0
Finland,1992,Export,Export,2820000.0
Rwanda,1993,Export,Export,2460000.0
Liberia,1994,Export,Export,3720000.0
Guatemala,1995,Export,Export,4260000.0
Angola,1996,Export,Export,1740000.0
Uganda,1997,Export,Export,2820000.0
Italy,1998,Export,Export,2520000.0
Brazil,1999,Export,Export,1380000.0
Democratic Republic of Congo,2000,Export,Export,2400000.0
Netherlands,2001,Export,Export,2160000.0
United States of America,2002,Export,Export,4800000.0
Cameroon,2003,Export,Export,2040000.0
Madagascar,2004,Export,Export,1380000.0
Sri Lanka,2005,Export,Export,1200000.0
Indonesia,2006,Export,Export,3060000.0
Jamaica,2007,Export,Export,3060000.0
Philippines,2008,Export,Export,1560000.0
Germany,2009,Export,Export,6240000.0
Cuba,2010,Export,Export,3480000.0
Lithuania,2011,Export,Export,2220000.0
Hungary,2012,Export,Export,3900000.0
Cyprus,2013,Export,Export,3420000.0
Malawi,2014,Export,Export,1440000.0
Switzerland,2015,Export,Export,3240000.0
Estonia,1996,Export,Export,240000.0
Ecuador,1997,Export,Export,240000.0
Nigeria,1998,Export,Export,300000.0
El Salvador,1999,Export,Export,180000.0
Malta,2000,Export,Export,180000.0
Ethiopia,2001,Export,Export,180000.0
United Kingdom,2002,Export,Export,120000.0
Mexico,2003,Export,Export,120000.0
Sierra Leone,2004,Export,Export,120000.0
Sweden,2005,Export,Export,60000.0
Honduras,2006,Export,Export,60000.0
Viet Nam,2007,Export,Export,60000.0
Nicaragua,2008,Export,Export,60000.0
Kenya,2009,Export,Export,
Unspecified EU stocks,2010,Export,Export,60000.0
Peru,2011,Export,Export,
Czechia,2012,Export,Export,60000.0
India,2013,Export,Export,120000.0
Côte d Ivoire,2014,Export,Export,120000.0
Croatia,2015,Export,Export,120000.0
Austria,2016,Export,Export,120000.0
Greece,2017,Export,Export,120000.0
Timor-Leste,2018,Export,Export,180000.0
Equatorial Guinea,2019,Export,Export,120000.0
Trinidad & Tobago,1990,Export,Export,141180000.0
Belgium/Luxembourg,1991,Export,Export,125700000.0
Zimbabwe,1992,Export,Export,117660000.0
Poland,1993,Export,Export,109740000.0
Bulgaria,1994,Export,Export,202140000.0
Central African Republic,1995,Export,Export,184740000.0
Togo,1996,Export,Export,279300000.0
Burundi,1997,Export,Export,210120000.0
Guyana,1998,Export,Export,197160000.0
Slovenia,1999,Export,Export,230460000.0
Tunisia,2000,Export,Export,150780000.0
Haiti,2001,Export,Export,183600000.0
Ireland,2002,Export,Export,201480000.0
Latvia,2003,Export,Export,151320000.0
Slovakia,2004,Export,Export,157620000.0
Gabon,2005,Export,Export,142140000.0
Guinea,2006,Export,Export,130380000.0
Thailand,2007,Export,Export,161580000.0
Norway,2008,Export,Export,198660000.0
France,2009,Export,Export,180840000.0
Dominican Republic,2010,Export,Export,159420000.0
Luxembourg,2011,Export,Export,188520000.0
Belgium,2012,Export,Export,161100000.0
Japan,2013,Export,Export,220320000.0
Yemen,2014,Export,Export,206520000.0
Spain,2015,Export,Export,215760000.0
Papua New Guinea,2016,Export,Export,212580000.0
Venezuela,2017,Export,Export,286440000.0
Congo,2018,Export,Export,253380000.0
Ghana,2019,Export,Export,271560000.0
Denmark,1990,Export,Export,16680000.0
Romania,1991,Export,Export,7680000.0
Colombia,1992,Export,Export,8160000.0
Panama,1993,Export,Export,31500000.0
Bolivia,1994,Export,Export,23160000.0
Tanzania,1995,Export,Export,5820000.0
Nepal,1996,Export,Export,29700000.0
Russian Federation,1997,Export,Export,6300000.0
Zambia,1998,Export,Export,16080000.0
Portugal,1999,Export,Export,27840000.0
Costa Rica,2000,Export,Export,2280000.0
Paraguay,2001,Export,Export,1560000.0
Lao Peoples Democratic Republic,2002,Export,Export,11520000.0
Finland,2003,Export,Export,15600000.0
Rwanda,2004,Export,Export,10200000.0
Liberia,2005,Export,Export,1320000.0
Guatemala,2006,Export,Export,3900000.0
Angola,2007,Export,Export,4200000.0
Uganda,2008,Export,Export,7500000.0
Italy,2009,Export,Export,1080000.0
Brazil,2010,Export,Export,1140000.0
Democratic Republic of Congo,2011,Export,Export,
Netherlands,2012,Export,Export,120000.0
United States of America,2013,Export,Export,360000.0
Cameroon,2014,Export,Export,
Madagascar,2015,Export,Export,60000.0
Sri Lanka,2016,Export,Export,
Indonesia,2017,Export,Export,
Jamaica,2018,Export,Export,4320000.0
Philippines,2019,Export,Export,3180000.0
Germany,1990,Export,Export,68700000.0
Cuba,1991,Export,Export,72060000.0
Lithuania,1992,Export,Export,116280000.0
Hungary,1993,Export,Export,124320000.0
Cyprus,1994,Export,Export,163260000.0
Malawi,1995,Export,Export,212760000.0
Switzerland,1996,Export,Export,226740000.0
Estonia,1997,Export,Export,370680000.0
Ecuador,1998,Export,Export,388020000.0
Nigeria,1999,Export,Export,463620000.0
El Salvador,2000,Export,Export,697080000.0
Malta,2001,Export,Export,846360000.0
Ethiopia,2002,Export,Export,706260000.0
United Kingdom,2003,Export,Export,697860000.0
Mexico,2004,Export,Export,891540000.0
Sierra Leone,2005,Export,Export,805920000.0
Sweden,2006,Export,Export,834300000.0
Honduras,2007,Export,Export,1076160000.0
Viet Nam,2008,Export,Export,966060000.0
Nicaragua,2009,Export,Export,1023120000.0
Kenya,2010,Export,Export,853740000.0
Unspecified EU stocks,2011,Export,Export,1063020000.0
Peru,2012,Export,Export,1375200000.0
Czechia,2013,Export,Export,1183080000.0
India,2014,Export,Export,1565820000.0
Côte d Ivoire,2015,Export,Export,1316640000.0
Croatia,2016,Export,Export,1783260000.0
Austria,2017,Export,Export,1505520000.0
Greece,2018,Export,Export,1883100000.0
Timor-Leste,2019,Export,Export,1644000000.0
Equatorial Guinea,1990,Export,Export,3000000.0
Trinidad & Tobago,1991,Export,Export,4320000.0
Belgium/Luxembourg,1992,Export,Export,2220000.0
Zimbabwe,1993,Export,Export,3060000.0
Poland,1994,Export,Export,5580000.0
Bulgaria,1995,Export,Export,4620000.0
Central African Republic,1996,Export,Export,2520000.0
Togo,1997,Export,Export,4800000.0
Burundi,1998,Export,Export,4260000.0
Guyana,1999,Export,Export,4080000.0
Slovenia,2000,Export,Export,3480000.0
Tunisia,2001,Export,Export,3960000.0
Haiti,2002,Export,Export,3660000.0
Ireland,2003,Export,Export,3300000.0
Latvia,2004,Export,Export,2700000.0
Slovakia,2005,Export,Export,4680000.0
Gabon,2006,Export,Export,3660000.0
Guinea,2007,Export,Export,4320000.0
Thailand,2008,Export,Export,4020000.0
Norway,2009,Export,Export,2340000.0
France,2010,Export,Export,2640000.0
Dominican Republic,2011,Export,Export,2100000.0
Luxembourg,2012,Export,Export,3780000.0
Belgium,2013,Export,Export,3300000.0
Japan,2014,Export,Export,3420000.0
Yemen,2015,Export,Export,3120000.0
Spain,2016,Export,Export,2280000.0
Papua New Guinea,2017,Export,Export,2760000.0
Venezuela,2018,Export,Export,2520000.0
Congo,2019,Export,Export,720000.0
Ghana,1990,Export,Export,1440000.0
Denmark,1991,Export,Export,1740000.0
Romania,1992,Export,Export,1860000.0
Colombia,1993,Export,Export,1380000.0
Panama,1994,Export,Export,1440000.0
Bolivia,1995,Export,Export,1260000.0
Tanzania,1996,Export,Export,2160000.0
Nepal,1997,Export,Export,2340000.0
Russian Federation,1998,Export,Export,1980000.0
Zambia,1999,Export,Export,3060000.0
Portugal,2000,Export,Export,3900000.0
Costa Rica,2001,Export,Export,6900000.0
Paraguay,2002,Export,Export,5940000.0
Lao Peoples Democratic Republic,2003,Export,Export,7800000.0
Finland,2004,Export,Export,6240000.0
Rwanda,2005,Export,Export,6360000.0
Liberia,2006,Export,Export,4680000.0
Guatemala,1991,Green Coffee Inventorie,Green Coffee Inventorie,13380000.0
Angola,1992,Green Coffee Inventorie,Green Coffee Inventorie,12780000.0
Uganda,1993,Green Coffee Inventorie,Green Coffee Inventorie,11280000.0
Italy,1994,Green Coffee Inventorie,Green Coffee Inventorie,16920000.0
Brazil,1995,Green Coffee Inventorie,Green Coffee Inventorie,13200000.0
Democratic Republic of Congo,1996,Green Coffee Inventorie,Green Coffee Inventorie,8400000.0
Netherlands,1997,Green Coffee Inventorie,Green Coffee Inventorie,10860000.0
United States of America,1998,Green Coffee Inventorie,Green Coffee Inventorie,9720000.0
Cameroon,1999,Green Coffee Inventorie,Green Coffee Inventorie,10620000.0
Madagascar,2000,Green Coffee Inventorie,Green Coffee Inventorie,6060000.0
Sri Lanka,2001,Green Coffee Inventorie,Green Coffee Inventorie,5400000.0
Indonesia,2002,Green Coffee Inventorie,Green Coffee Inventorie,4620000.0
Jamaica,2003,Green Coffee Inventorie,Green Coffee Inventorie,5640000.0
Philippines,2004,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Germany,2005,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Cuba,2006,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Lithuania,2007,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Hungary,2008,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Cyprus,2009,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Malawi,2010,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Switzerland,2011,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Estonia,2012,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Ecuador,2013,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Nigeria,2014,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
El Salvador,2015,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Malta,2016,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Ethiopia,2017,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
United Kingdom,2018,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Mexico,2019,Green Coffee Inventorie,Green Coffee Inventorie,4980000.0
Sierra Leone,1990,Green Coffee Inventorie,Green Coffee Inventorie,34380000.0
Sweden,1991,Green Coffee Inventorie,Green Coffee Inventorie,33720000.0
Honduras,1992,Green Coffee Inventorie,Green Coffee Inventorie,32220000.0
Viet Nam,1993,Green Coffee Inventorie,Green Coffee Inventorie,23340000.0
Nicaragua,1994,Green Coffee Inventorie,Green Coffee Inventorie,28860000.0
Kenya,1995,Green Coffee Inventorie,Green Coffee Inventorie,18060000.0
Unspecified EU stocks,1996,Green Coffee Inventorie,Green Coffee Inventorie,15960000.0
Peru,1997,Green Coffee Inventorie,Green Coffee Inventorie,19020000.0
Czechia,1998,Green Coffee Inventorie,Green Coffee Inventorie,21000000.0
India,1999,Green Coffee Inventorie,Green Coffee Inventorie,18360000.0
Côte d Ivoire,2000,Green Coffee Inventorie,Green Coffee Inventorie,21060000.0
Croatia,2001,Green Coffee Inventorie,Green Coffee Inventorie,35040000.0
Austria,2002,Green Coffee Inventorie,Green Coffee Inventorie,43140000.0
Greece,2003,Green Coffee Inventorie,Green Coffee Inventorie,39000000.0
Timor-Leste,2004,Green Coffee Inventorie,Green Coffee Inventorie,37260000.0
Equatorial Guinea,2005,Green Coffee Inventorie,Green Coffee Inventorie,31200000.0
Trinidad & Tobago,2006,Green Coffee Inventorie,Green Coffee Inventorie,28560000.0
Belgium/Luxembourg,2007,Green Coffee Inventorie,Green Coffee Inventorie,22080000.0
Zimbabwe,2008,Green Coffee Inventorie,Green Coffee Inventorie,30240000.0
Poland,2009,Green Coffee Inventorie,Green Coffee Inventorie,28980000.0
Bulgaria,2010,Green Coffee Inventorie,Green Coffee Inventorie,25620000.0
Central African Republic,2011,Green Coffee Inventorie,Green Coffee Inventorie,24840000.0
Togo,2012,Green Coffee Inventorie,Green Coffee Inventorie,26760000.0
Burundi,2013,Green Coffee Inventorie,Green Coffee Inventorie,26280000.0
Guyana,2014,Green Coffee Inventorie,Green Coffee Inventorie,29940000.0
Slovenia,2015,Green Coffee Inventorie,Green Coffee Inventorie,30420000.0
Tunisia,2016,Green Coffee Inventorie,Green Coffee Inventorie,34320000.0
Haiti,2017,Green Coffee Inventorie,Green Coffee Inventorie,28500000.0
Ireland,2018,Green Coffee Inventorie,Green Coffee Inventorie,27840000.0
Latvia,2019,Green Coffee Inventorie,Green Coffee Inventorie,27120000.0
Slovakia,1990,Green Coffee Inventorie,Green Coffee Inventorie,240000000.0
Gabon,1991,Green Coffee Inventorie,Green Coffee Inventorie,96000000.0
Guinea,1992,Green Coffee Inventorie,Green Coffee Inventorie,150000000.0
Thailand,1993,Green Coffee Inventorie,Green Coffee Inventorie,120000000.0
Norway,1994,Green Coffee Inventorie,Green Coffee Inventorie,234000000.0
France,1995,Green Coffee Inventorie,Green Coffee Inventorie,138000000.0
Dominican Republic,1996,Green Coffee Inventorie,Green Coffee Inventorie,96000000.0
Luxembourg,1997,Green Coffee Inventorie,Green Coffee Inventorie,114000000.0
Belgium,1998,Green Coffee Inventorie,Green Coffee Inventorie,96000000.0
Japan,1999,Green Coffee Inventorie,Green Coffee Inventorie,132000000.0
Yemen,2000,Green Coffee Inventorie,Green Coffee Inventorie,150000000.0
Spain,2001,Green Coffee Inventorie,Green Coffee Inventorie,171000000.0
Papua New Guinea,2002,Green Coffee Inventorie,Green Coffee Inventorie,214800000.0
Venezuela,2003,Green Coffee Inventorie,Green Coffee Inventorie,197400000.0
Congo,2004,Green Coffee Inventorie,Green Coffee Inventorie,191400000.0
Ghana,2005,Green Coffee Inventorie,Green Coffee Inventorie,173100000.0
Denmark,2006,Green Coffee Inventorie,Green Coffee Inventorie,186060000.0
Romania,2007,Green Coffee Inventorie,Green Coffee Inventorie,200460000.0
Colombia,2008,Green Coffee Inventorie,Green Coffee Inventorie,192660000.0
Panama,2009,Green Coffee Inventorie,Green Coffee Inventorie,174660000.0
Bolivia,2010,Green Coffee Inventorie,Green Coffee Inventorie,160800000.0
Tanzania,2011,Green Coffee Inventorie,Green Coffee Inventorie,147720000.0
Nepal,2012,Green Coffee Inventorie,Green Coffee Inventorie,171540000.0
Russian Federation,2013,Green Coffee Inventorie,Green Coffee Inventorie,158160000.0
Zambia,2014,Green Coffee Inventorie,Green Coffee Inventorie,187200000.0
Portugal,2015,Green Coffee Inventorie,Green Coffee Inventorie,211140000.0
Costa Rica,2016,Green Coffee Inventorie,Green Coffee Inventorie,239460000.0
Paraguay,2017,Green Coffee Inventorie,Green Coffee Inventorie,216060000.0
Lao Peoples Democratic Republic,2018,Green Coffee Inventorie,Green Coffee Inventorie,211080000.0
Finland,2019,Green Coffee Inventorie,Green Coffee Inventorie,208740000.0
Rwanda,1990,Green Coffee Inventorie,Green Coffee Inventorie,
Liberia,1991,Green Coffee Inventorie,Green Coffee Inventorie,
Guatemala,1992,Green Coffee Inventorie,Green Coffee Inventorie,
Angola,1993,Green Coffee Inventorie,Green Coffee Inventorie,
Uganda,1994,Green Coffee Inventorie,Green Coffee Inventorie,
Italy,1995,Green Coffee Inventorie,Green Coffee Inventorie,
Brazil,1996,Green Coffee Inventorie,Green Coffee Inventorie,
Democratic Republic of Congo,1997,Green Coffee Inventorie,Green Coffee Inventorie,
Netherlands,1998,Green Coffee Inventorie,Green Coffee Inventorie,
United States of America,1999,Green Coffee Inventorie,Green Coffee Inventorie,
Cameroon,2000,Green Coffee Inventorie,Green Coffee Inventorie,
Madagascar,2001,Green Coffee Inventorie,Green Coffee Inventorie,
Sri Lanka,2002,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Indonesia,2003,Green Coffee Inventorie,Green Coffee Inventorie,420000.0
Jamaica,2004,Green Coffee Inventorie,Green Coffee Inventorie,600000.0
Philippines,2005,Green Coffee Inventorie,Green Coffee Inventorie,480000.0
Germany,2006,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Cuba,2007,Green Coffee Inventorie,Green Coffee Inventorie,660000.0
Lithuania,2008,Green Coffee Inventorie,Green Coffee Inventorie,480000.0
Hungary,2009,Green Coffee Inventorie,Green Coffee Inventorie,420000.0
Cyprus,2010,Green Coffee Inventorie,Green Coffee Inventorie,240000.0
Malawi,2011,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Switzerland,2012,Green Coffee Inventorie,Green Coffee Inventorie,420000.0
Estonia,2013,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Ecuador,2014,Green Coffee Inventorie,Green Coffee Inventorie,360000.0
Nigeria,2015,Green Coffee Inventorie,Green Coffee Inventorie,240000.0
El Salvador,2016,Green Coffee Inventorie,Green Coffee Inventorie,240000.0
Malta,2017,Green Coffee Inventorie,Green Coffee Inventorie,180000.0
Ethiopia,2018,Green Coffee Inventorie,Green Coffee Inventorie,180000.0
United Kingdom,2019,Green Coffee Inventorie,Green Coffee Inventorie,180000.0
Mexico,1990,Green Coffee Inventorie,Green Coffee Inventorie,12900000.0
Sierra Leone,1991,Green Coffee Inventorie,Green Coffee Inventorie,11340000.0
Sweden,1992,Green Coffee Inventorie,Green Coffee Inventorie,11220000.0
Honduras,1993,Green Coffee Inventorie,Green Coffee Inventorie,13680000.0
Viet Nam,1994,Green Coffee Inventorie,Green Coffee Inventorie,13320000.0
Nicaragua,1995,Green Coffee Inventorie,Green Coffee Inventorie,13020000.0
Kenya,1996,Green Coffee Inventorie,Green Coffee Inventorie,13380000.0
Unspecified EU stocks,1997,Green Coffee Inventorie,Green Coffee Inventorie,13620000.0
Peru,1998,Green Coffee Inventorie,Green Coffee Inventorie,14040000.0
Czechia,1999,Green Coffee Inventorie,Green Coffee Inventorie,14100000.0
India,2000,Green Coffee Inventorie,Green Coffee Inventorie,14700000.0
Côte d Ivoire,2001,Green Coffee Inventorie,Green Coffee Inventorie,15180000.0
Croatia,2002,Green Coffee Inventorie,Green Coffee Inventorie,15180000.0
Austria,2003,Green Coffee Inventorie,Green Coffee Inventorie,15900000.0
Greece,2004,Green Coffee Inventorie,Green Coffee Inventorie,16140000.0
Timor-Leste,2005,Green Coffee Inventorie,Green Coffee Inventorie,16680000.0
Equatorial Guinea,2006,Green Coffee Inventorie,Green Coffee Inventorie,17640000.0
Trinidad & Tobago,2007,Green Coffee Inventorie,Green Coffee Inventorie,18840000.0
Belgium/Luxembourg,2008,Green Coffee Inventorie,Green Coffee Inventorie,19020000.0
Zimbabwe,2009,Green Coffee Inventorie,Green Coffee Inventorie,19020000.0
Poland,2010,Green Coffee Inventorie,Green Coffee Inventorie,19560000.0
Bulgaria,2011,Green Coffee Inventorie,Green Coffee Inventorie,19740000.0
Central African Republic,2012,Green Coffee Inventorie,Green Coffee Inventorie,20760000.0
Togo,2013,Green Coffee Inventorie,Green Coffee Inventorie,21120000.0
Burundi,2014,Green Coffee Inventorie,Green Coffee Inventorie,22260000.0
Guyana,2015,Green Coffee Inventorie,Green Coffee Inventorie,22200000.0
Slovenia,2016,Green Coffee Inventorie,Green Coffee Inventorie,24180000.0
Tunisia,2017,Green Coffee Inventorie,Green Coffee Inventorie,23760000.0
Haiti,2018,Green Coffee Inventorie,Green Coffee Inventorie,25260000.0
Ireland,2019,Green Coffee Inventorie,Green Coffee Inventorie,25680000.0
Latvia,1990,Green Coffee Inventorie,Green Coffee Inventorie,105120000.0
Slovakia,1991,Green Coffee Inventorie,Green Coffee Inventorie,105120000.0
Gabon,1992,Green Coffee Inventorie,Green Coffee Inventorie,62880000.0
Guinea,1993,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Thailand,1994,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Norway,1995,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
France,1996,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Dominican Republic,1997,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Luxembourg,1998,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Belgium,1999,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Japan,2000,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Yemen,2001,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Spain,2002,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Papua New Guinea,2003,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Venezuela,2004,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Congo,2005,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Ghana,2006,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Denmark,2007,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Romania,2008,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Colombia,2009,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Panama,2010,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Bolivia,2011,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Tanzania,2012,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Nepal,2013,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Russian Federation,2014,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Zambia,2015,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Portugal,2016,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Costa Rica,2017,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Paraguay,2018,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Lao Peoples Democratic Republic,2019,Green Coffee Inventorie,Green Coffee Inventorie,42420000.0
Finland,1990,Green Coffee Inventorie,Green Coffee Inventorie,4080000.0
Rwanda,1991,Green Coffee Inventorie,Green Coffee Inventorie,8580000.0
Liberia,1992,Green Coffee Inventorie,Green Coffee Inventorie,7260000.0
Guatemala,1993,Green Coffee Inventorie,Green Coffee Inventorie,13200000.0
Angola,1994,Green Coffee Inventorie,Green Coffee Inventorie,9540000.0
Uganda,1995,Green Coffee Inventorie,Green Coffee Inventorie,5160000.0
Italy,1996,Green Coffee Inventorie,Green Coffee Inventorie,6900000.0
Brazil,1997,Green Coffee Inventorie,Green Coffee Inventorie,7860000.0
